char,jyutping
運動,wan6 dung6
罰款,fat6 fun2
職位,zik1 wai6
學校,hok6 haau6
售票處,sau6 piu3 cyu3
居民,geoi1 man4
招聘,ziu1 ping3
運動場,wan6 dung6 coeng4
入場費,jap6 coeng4 fai3
市民,si5 man4
應徵,jing3 zing1
遊樂場,jau4 lok6 coeng4
責任,zaak3 jam6
面試,min6 si3
游泳池,jau4 wing6 ci4
權利,kyun4 lei6
履歷,lei5 lik6
垃圾站,laap6 saap3 zaam6
營業,jing4 jip6
義務,ji6 mou6
聘用,ping3 jung6
公園,gung1 jyun2
消費者,siu1 fai3 ze2
服務,fuk6 mou6
就業,zau6 jip6
街道,gaai1 dou6
顧客,gu3 haak3
公德心,gung1 dak1 sam1
陷阱,haam6 zeng6
地庫,dei6 fu3
購買,gau3 maai5
自律,zi6 leot6
上班,soeng5 baan1
商場,soeng1 coeng4
價錢,gaa3 cin2
環保,waan4 bou2
工作,gung1 zok3
街市,gaai1 si5
便宜,pin4 ji2
環境,waan4 ging2
全職,cyun4 zik1
市場,si5 coeng4
折扣,zit3 kau3
綠化,luk6 faa3
兼職,gim1 zik1
超級市場,ciu1 kap1 si5 coeng4
投訴,tau4 sou3
廢物,fai3 mat6
值班,zik6 baan1
交通,gaau1 tung1
車站,ce1 zaam6
購票,kau3 piu3
損毀,syun2 wai2
公共,gung1 gung6
碼頭,maa5 tau4
收費,sau1 fai3
生命,sang1 meng6
工具,gung1 geoi6
海底隧道,hoi2 dai2 seoi6 dou6
優惠,jau1 wai6
寶貴,bou2 gwai3
車輛,ce1 loeng2
機場,gei1 coeng4
月票,jyut6 piu3
小心,siu2 sam1
巴士,baa1 si2
鐵路,tit3 lou6
月臺,jyut6 toi4
小巴,siu2 baa1
行人,hang4 jan4
列車,lit6 ce1
旅遊巴士,leoi5 jau4 baa1 si2
司機,si1 gei1
黃線,wong4 sin3
復康巴士,fau6 hong1 baa1 si6
乘客,sing4 haak3
終點站,zung1 dim2 zaam6
校車,haau6 ce1
航空,hong4 hung1
排隊,paai4 deoi2
救護車,gau3 wu6 ce1
飛行,fei1 hang4
等候,dang2 hau6
消防車,siu1 fong4 ce1
接載,zip3 zoi3
讓座,joeng6 zo6
警車,ging2 ce1
接送,zip3 sung3
禮讓,lai5 joeng6
貨車,fo3 ce1
貨運,fo3 wan6
擠迫,zai1 bik1
貨櫃車,fo3 gwai6 ce1
載客,zoi3 haak3
空調,hung1 tiu4
電車,din6 ce1
運輸,wan6 syu1
乘搭,sing4 daap3
電單車,din6 daan1 ce1
行駛,hang4 sai2
乘坐,sing4 co5
的士,dik1 si2
到達,dou3 daat6
轉乘,zyun2 sing4
火車,fo2 ce1
入口,jap6 hau2
方便,fong1 bin6
地鐵,dei6 tit3
出口,ceot1 hau2
車廂,ce1 soeng1
輕鐵,hing1 tit3
標誌,biu1 zi3
禮貌,lai5 maau6
汽車,hei3 ce1
目的地,muk6 dik1 dei6
喧嘩,hyun1 waa1
私家車,si1 gaa1 ce1
路線,lou6 sin3
飲食,jam2 sik6
輪船,leon4 syun4
使用,sai2 jung6
渡海小輪,dou6 hoi2 siu2 leon4
橫過,waang4 gwo3
飛機,fei1 gei1
入閘,jap6 zaap6
安全,on1 cyun4
設施,cit3 si1
海關,hoi2 gwaan1
規則,kwai1 zak1
啓用,kai2 jung6
客務中心,haak3 mou6 zung1 sam1
駕駛,gaa3 sai2
交通燈,gaau1 tung1 dang1
票務處,piu3 mou6 cyu2
意外,ji3 ngoi6
道路,dou6 lou6
購票機,kau3 piu3 gei1
警察,ging2 caat3
馬路,maa5 lou6
八達通,baat3 daat6 tung1
車禍,ce1 wo5
天橋,tin1 kiu4
單程,daan1 cing4
阻塞,zo2 sak1
隧道,seoi6 dou6
來回,loi4 wui4
秩序,dit6 zeoi6
行人路,haang4 jan4 lou6
車票,ce1 piu3
發生,faat3 sang1
斑馬線,baan1 maa5 sin3
機票,gei1 piu3
緊急,gan2 gap1
街道,gaai1 dou6
專線,zyun1 sin3
危險,ngai4 him2
停車場,ting4 ce1 coeng4
繁忙時間,faan4 mong4 si4 gaan3
傷亡,soeng1 mong4
城市,sing4 si5
防菸門,fong4 jin1 mun4
傢俬,gaa1 si1
新巿鎮,san1 fat1 zan3
滅火喉,mit6 fo2 hau4
電線,din6 sin3
房屋,fong4 uk1
火警,fo2 ging2
電器,din6 hei3
建築物,gin3 zuk1 mat6
維修,wai4 sau1
電掣,din6 zai3
公共屋邨,gung1 gung6 uk1 cyun1
升降機,sing1 gong3 gei1
走火通道,zau2 fo2 tung1 dou6
居屋,geoi1 uk1
樓梯,lau4 tai1
豪華,hou4 waa4
村屋,cyun1 uk1
簡單,gaan2 daan1
屋苑,uk1 jyun2
樓簡,lau4 gaan2
大廈,daai6 haa6
安全,on1 cyun4
工廠,gung1 cong2
室危,sat1 ngai4
住宅,zyu6 zaak2
暫停,zaam6 ting4
建造業,gin3 zou6 jip6
店舖,dim3 pou3
供應,gung1 jing3
工程師,gung1 cing4 si1
酒店,zau2 dim3
使用,sai2 jung6
教堂,gaau3 tong2
通告,tung1 gou3
發展,faat3 zin2
工程,gung1 cing4
建築,gin3 zuk1
堅固,gin1 gu3
興建,hing1 gin3
裝修,zong1 sau1
規劃,kwai1 waak6
油漆,jau4 cat1
設施,cit3 si1
室內,sat1 noi6
設計,cit3 gai3
家居,gaa1 geoi1
環境,waan4 ging2
佈置,bou3 zi3
面積,min6 zik1
方便,fong1 bin6
完善,jyun4 sin6
地板,dei6 baan2
設備,cit3 bei6
牆壁,coeng4 bik1
鄰近,leon4 gan6
房間,fong4 gaan1
居住,geoi1 zyu6
浴室,juk6 sat1
居民,geoi1 man4
廁所,ci3 so2
住客,zyu6 haak3
廚房,ceoi4 fong2
擠迫,zai1 bik1
睡房,seoi6 fong2
狹窄,haap3 zaak3
客廳,haak3 teng1
寬敞,fun1 cong2
飯廳,faan6 teng1
管理,gun2 lei5
陽臺,joeng4 toi4
管理員,gun2 lei5 jyun4
走廊,zau2 long2
管理處,gun2 lei5 cyu3
辦事處,baan6 si6 cyu3
社會,se5 wui2
福利,fuk1 lei6
巿區,fat1 keoi1
經濟,ging1 zai3
香港,hoeng1 gong2
免費,min5 fai3
九龍,gau2 lung4
支助,zi1 zo6
新界,san1 gaai3
綜援,zung1 wun4
東南亞,dung1 naam4 aa3
勤勞,kan4 lou4
回歸,wui4 gwai1
緊張,gan2 zoeng1
殖民地,zik6 man4 dei6
旅遊,leoi5 jau4
管治,gun2 zi6
支出,zi1 ceot1
建設,gin3 cit3
收入,sau1 jap6
提供,tai4 gung1
貿易,mau6 jik6
稅收,seoi3 sau1
參與,caam1 jyu5
市民,si5 man4
暴力,bou6 lik6
責任,zaak3 jam6
和諧,wo4 haai4
權利,kyun4 lei6
宣傳,syun1 cyun4
義務,ji6 mou6
過境,gwo3 ging2
服務,fuk6 mou6
偷渡,tau1 dou6
政府,zing3 fu2
新移民,san1 ji4 man4
特首,dak6 sau2
津貼,zeon1 tip3
局長,guk6 zoeng2
自由,zi6 jau4
法治,faat3 zi6
宗教,zung1 gaau3
法律,faat3 leot6
民生,man4 sang1
特區,dak6 keoi1
措施,cou3 si1
議員,ji5 jyun4
就業,zau6 jip6
投票,tau4 piu3
投訴,tau4 sou3
選民,syun2 man4
醫療,ji1 liu4
選舉,syun2 geoi2
解決,gaai2 kyut3
廉潔,lim4 git3
貪污,taam1 wu1
公平,gung1 ping4
公正,gung1 zing3
公開,gung1 hoi1
忙碌,mong4 luk1
繁榮,faan4 wing4
穩定,wan2 ding6
教育,gaau3 juk6
中國,zung1 gwok3
長城,coeng4 sing4
傳統,cyun4 tung2
恭喜,gung1 hei2
中華民族,zung1 waa4 man4 zuk6
遺址,wai4 zi2
民間,man4 gaan1
親友,can1 jau5
祖國,zou2 gwok3
統治,tung2 zi6
傳說,cyun4 syut3
生肖,sang1 ciu3
國家,gwok3 gaa1
統一,tung2 jat1
神話,san4 waa2
迷信,mai4 seon3
衕胞,dung6 baau1
入侵,jap6 cam1
習俗,zaap6 zuk6
平安,ping4 on1
首都,sau2 dou1
保衛,bou2 wai6
民族,man4 zuk6
過年,gwo3 nin4
古國,gu2 gwok3
兵器,bing1 hei3
節日,zit3 jat6
舞獅,mou5 si1
皇帝,wong4 dai3
內地,noi6 dei6
佳節,gaai1 zit3
鑼鼓,lo4 gu2
朝代,ciu4 doi6
國內,gwok3 noi6
慶祝,hing3 zuk1
熱鬧,jit6 naau6
歷史,lik6 si2
國外,gwok3 ngoi6
慶賀,hing3 ho6
歡樂,fun1 lok6
記載,gei3 zoi3
國歌,gwok3 go1
紀念,gei2 nim6
觀賞,gun1 soeng2
農業,nung4 jip6
國旗,gwok3 kei4
農曆,nung4 lik6
菸花,jin1 faa1
耕種,gaang1 zung3
國慶,gwok3 hing3
正月,zing1 jyut6
氣氛,hei3 fan1
茶葉,caa4 jip6
開放,hoi1 fong3
除夕,ceoi4 zik6
元宵,jyun4 siu1
文化,man4 faa3
發展,faat3 zin2
團年,tyun4 nin4
花燈,faa1 dang1
創造,cong3 zou6
回歸,wui4 gwai1
團聚,tyun4 zeoi6
燈謎,dang1 mai4
指南針,zi2 naam4 zam1
特區,dak6 keoi1
大掃,daai6 sou3
清明節,cing1 ming4 zit3
文字,man4 zi6
普通話,pou2 tung1 waa2
年宵,nin4 siu1
拜祭,baai3 zai3
部首,bou6 sau2
母語,mou5 jyu5
花市,faa1 si5
祖先,zou2 sin1
成語,sing4 jyu5
家鄉,gaa1 hoeng1
掃墓,sou3 mou6
火藥,fo2 joek6
故鄉,gu3 hoeng1
桃花,tou4 faa1
鮮花,sin1 faa1
發明,faat3 ming4
農村,nung4 cyun1
賀年,ho6 nin4
孝心,haau3 sam1
造紙,zou6 zi2
熊貓,hung4 maau1
鞠躬,guk1 gung1
中藥,zung1 joek6
國寶,gwok3 bou2
揮春,fai1 ceon1
端午,dyun1 ng5
藝術,ngai6 seot6
珍貴,zan1 gwai3
迎接,jing4 zip3
龍舟,lung4 zau1
書法,syu1 faat3
豐富,fung1 fu3
春節,ceon1 zit3
競賽,ging3 coi3
國畫,gwok3 waa2
宏偉,wang4 wai5
新年,san1 nin4
糭子,zung2 zi2
中樂,zung1 ngok6
偉大,wai5 daai6
全盒,cyun4 hap2
七夕,cat1 zik6
詩詞,si1 ci4
貢獻,gung3 hin3
糖果,tong4 gwo2
中秋節,zung1 cau1 zit3
粵劇,jyut6 kek6
氣勢,hei3 sai3
年糕,nin4 gou1
月餅,jyut6 beng2
武術,mou5 seot6
遺產,wai4 caan2
利是,lai6 si6
賞月,soeng2 jyut2
工夫,gung1 fu1
探親,taam3 can1
紅封,hung4 fung1
團圓,tyun4 jyun4
古蹟,gu2 zik1
懷念,waai4 nim6
互相,wu6 soeng1
燈籠,dang1 lung4
出土,ceot1 tou2
遊覽,jau4 laam4
探訪,taam3 fong2
歡度,fun1 dou6
建築,gin3 zuk1
名勝,ming4 sing3
拜年,baai3 nin4
重陽,cung4 joeng2
故宮,gu3 gung1
古代,gu2 doi6
送禮,sung3 lai5
登高,dang1 gou1
人類,jan4 leoi6
落後,lok6 hau6
派對,paai3 deoi3
宇宙,jyu5 zau6
發展,faat3 zin2
交換,gaau1 wun6
地球,dei6 kau4
糧食,loeng4 sik6
象徵,zoeng6 zing1
月球,jyut6 kau4
教育,gaau3 juk6
幸運,hang6 wan6
太空,taai3 hung1
聯合國,lyun4 hap6 gwok3
典禮,din2 lai5
火箭,fo2 zin3
國際,gwok3 zai3
恭祝,gung1 zuk1
登陸,dang1 luk6
組織,zou2 zik1
祝賀,zuk1 ho6
征服,zing1 fuk6
影響,jing2 hoeng2
祝福,zuk1 fuk1
探險,taam3 him2
捐助,gyun1 zo6
發現,faat3 jin6
貧窮,pan4 kung4
科學,fo1 hok6
飢荒,gei1 fong1
先進,sin1 zeon3
失業,sat1 jip6
系統,hai6 tung2
污染,wu1 jim5
世紀,sai3 gei2
天災,tin1 zoi1
世界,sai3 gaai3
歧視,kei4 si6
外國,ngoi6 gwok3
距離,keoi5 lei4
地圖,dei6 tou4
遺蹟,wai4 zik1
國家,gwok3 gaa1
文物,man4 mat6
地區,dei6 keoi1
實現,sat6 jin6
歷史,lik6 si2
理想,lei5 soeng2
事蹟,si6 zik1
貢獻,gung3 hin3
戰爭,zin3 zang1
改善,goi2 sin6
和平,wo4 ping4
促進,cuk1 zeon3
種族,zung2 zuk6
交流,gaau1 lau4
宗教,zung1 gaau3
通訊,tung1 seon3
語言,jyu5 jin4
解決,gaai2 kyut3
國籍,gwok3 zik6
救援,gau3 jyun4
政治,zing3 zi6
合作,hap6 zok3
經濟,ging1 zai3
團結,tyun4 git3
政府,zing3 fu2
保護,bou2 wu6
工業,gung1 jip6
全球化,cyun4 kau4 faa3
商業,soeng1 jip6
幸福,hang6 fuk1
旅遊,leoi5 jau4
偉大,wai5 daai6
觀光,gun1 gwong1
萬聖節,maan6 sing3 zit3
發達,faat3 daat6
聖誕節,sing3 daan3 zit3
繁榮,faan4 wing4
禮物,lai5 mat6
科學,fo1 hok6
運用,wan6 jung6
存檔,cyun4 dong2
科學家,fo1 hok6 gaa1
利用,lei6 jung6
電話,din6 waa2
著名,zyu3 ming4
化驗,faa3 jim6
手機,sau2 gei1
科技,fo1 gei6
探險,taam3 him2
訊息,seon3 sik1
航天,hong4 tin1
找尋,zaau2 cam4
傳真,cyun4 zan1
太空,taai3 hung1
嘗試,soeng4 si3
郵寄,jau4 gei3
月球,jyut6 kau4
成功,sing4 gung1
無線,mou4 sin3
行星,haang4 sing1
失敗,sat1 baai6
傳呼機,cyun4 fu1 gei1
流星,lau4 sing1
貢獻,gung3 hin3
書信,syu1 seon3
天文學,tin1 man4 hok6
技術,gei6 seot6
聯絡,lyun4 lok3
現象,jin6 zoeng6
產生,caan2 sang1
通訊,tung1 seon3
大自然,daai6 zi6 jin4
循環,ceon4 waan4
電器,din6 hei3
空氣,hung1 hei3
系統,hai6 tung2
電燈,din6 dang1
氧氣,joeng5 hei3
方便,fong1 bin6
數碼,sou3 maa5
重量,cung5 loeng6
準確,zeon2 kok3
攝影機,sip3 jing2 gei1
方向,fong1 hoeng3
迅速,seon3 cuk1
攝錄機,sip3 luk6 gei1
儀器,ji4 hei3
先進,sin1 zeon3
唱機,coeng3 gei1
衛星,wai6 sing1
發達,faat3 daat6
冷氣機,laang5 hei3 gei1
火箭,fo2 zin3
方法,fong1 faat3
微波爐,mei4 bo1 lou4
能源,nang4 jyun4
步驟,bou6 zaau6
電飯煲,din6 faan6 bou1
石油,sek6 jau4
功能,gung1 nang4
冰箱,bing1 soeng1
用途,jung6 tou4
電視機,din6 si6 gei1
電機,din6 gei1
錄影機,luk6 jing2 gei1
照亮,ziu3 loeng6
產品,caan2 ban2
電風扇,din6 fung1 sin3
燃燒,jin4 siu1
模型,mou4 jing4
遙控,jiu4 hung3
侵蝕,cam1 sik6
鏡子,geng3 zi2
說明書,syut3 ming4 syu1
模擬,mou4 ji4
溫度計,wan1 dou6 gai3
保養,bou2 joeng5
研究,jin4 gau3
電腦,din6 nou5
保用證,bou2 jung6 zing3
發明,faat3 ming4
互聯網,wu6 lyun4 mong5
瀏覽,lau4 laam5
發現,faat3 jin6
網站,mong5 zaam6
製造,zai3 zou6
測驗,caak1 jim6
網頁,mong5 jip6
實驗,sat6 jim6
光碟,gwong1 dip2
試驗,si3 jim6
磁碟,ci4 dip2
維修,wai4 sau1
檔案,dong2 on3
安裝,on1 zong1
電子郵件,din6 zi2 jau4 gin2
設計,cit3 gai3
輸入,syu1 jap6
傳媒,cyun4 mui4
娛樂,jyu4 lok6
限制,haan6 zai3
傳播,cyun4 bo3
財經,coi4 ging1
模仿,mou4 fong2
媒介,mui4 gaai3
體育,tai2 juk6
陪衕,pui4 dung6
電視臺,din6 si6 toi4
藝術,ngai6 seot6
家長,gaa1 zoeng2
電臺,din6 toi4
副刊,fu3 hon2
暴力,bou6 lik6
網站,mong5 zaam6
周刊,zau1 hon2
色情,sik1 cing4
報章,bou3 zoeng1
刊物,hon2 mat6
不良,bat1 loeng4
雜誌,zaap6 zi3
出版,ceot1 baan2
不宜,bat1 ji4
漫畫,maan6 waa2
印刷,jan3 caat3
熒幕,jing4 mok6
對象,deoi3 zoeng6
訂閱,deng6 jyut6
錄影,luk6 jing2
讀者,duk6 ze2
瀏覽,lau4 laam5
電影,din6 jing2
觀衆,gun1 zung3
收看,sau1 hon3
錄像,luk6 zoeng6
聽衆,ting1 zung3
宣傳,syun1 cyun4
攝錄機,sip3 luk6 gei1
記者,gei3 ze2
廣告,gwong2 gou3
電視,din6 si6
主持人,zyu2 ci4 jan4
資訊,zi1 seon3
收音機,sau1 jam1 gei1
主角,zyu2 gok3
通訊,tung1 seon3
益智,jik1 zi3
代言人,doi6 jin4 jan4
公正,gung1 zing3
報道,bou3 dou6
自由,zi6 jau4
訪問,fong2 man6
實事求是,sat6 si6 kau4 si6
採訪,coi2 fong2
宣揚,syun1 joeng4
事實,si6 sat6
責任,zaak3 jam6
消息,siu1 sik1
評論,ping4 leon6
廣播,gwong2 bo3
批評,pai1 ping4
播映,bo3 jing2
爭論,zaang1 leon6
刊登,hon2 dang1
關注,gwaan1 zyu3
節目,zit3 muk6
題材,tai4 coi4
劇集,kek6 zaap6
照片,ziu3 pin2
卡通,kaa1 tung1
拍攝,paak3 sip3
動畫,dung6 waa2
社會,se5 wui2
紀錄片,gei2 luk6 pin2
市民,si5 man4
烹飪,paang1 jam6
廣泛,gwong2 faan3
國際,gwok3 zai3
引起,jan5 hei2
本地,bun2 dei6
影響,jing2 hoeng2
本港,bun2 gong2
選擇,syun2 zaak6
新聞,san1 man2
精彩,zing1 coi2
時事,si4 si6
有趣,jau5 ceoi3
大自然,daai6 zi6 jin4
潮溼,ciu4 sap1
懸掛,jyun4 gwaa3
浪費,long6 fai3
地球,dei6 kau4
乾燥,gon1 cou3
宣佈,syun1 bou3
污染,wu1 jim5
星球,sing1 kau4
密雲,mat6 wan4
訊號,seon3 hou4
綠化,luk6 faa3
地理,dei6 lei5
警告,ging2 gou3
措施,cou3 si1
氣候,hei3 hau6
陽光,joeng4 gwong1
災害,zoi1 hoi6
改善,goi2 sin6
氣溫,hei3 wan1
空氣,hung1 hei3
爆發,baau3 faat3
森林,sam1 lam4
季節,gwai3 zit3
天空,tin1 hung1
緊急,gan2 gap1
林木,lam4 muk6
太陽,taai3 joeng4
疏散,so1 saan3
動物,dung6 mat6
月亮,jyut6 loeng6
清晨,cing1 san4
危險,ngai4 him2
植物,zik6 mat6
侵襲,cam1 zaap6
野獸,je5 sau3
春天,ceon1 tin1
深夜,sam1 je6
破壞,po3 waai6
野生,je5 saang1
夏天,haa6 tin1
晝夜,zau3 je6
封閉,fung1 bai3
秋天,cau1 tin1
陸地,luk6 dei6
開放,hoi1 fong3
冬天,dung1 tin1
海洋,hoi2 joeng4
倒塌,dou2 taap3
平原,ping4 jyun4
傷亡,soeng1 mong4
雨水,jyu5 seoi2
河流,ho4 lau4
損失,syun2 sat1
下雨,haa6 jyu5
高山,gou1 saan1
摧毀,ceoi1 wai2
暴雨,bou6 jyu5
火山,fo2 saan1
暫停,zaam6 ting4
岩石,ngaam4 sek6
停課,ting4 fo3
沙漠,saa1 mok6
混亂,wan6 lyun6
熱帶,jit6 daai3
郊外,gaau1 ngoi6
雷暴,leoi4 bou6
南極,naam4 gik6
郊野公園,gaau1 je5 gung1 jyun2
電北極,din6 bak1 gik6
海灘,hoi2 taan1
閃電,sim2 din6
東風,dung1 fung1
保護,bou2 wu6
颱風,toi4 fung1
循環,ceon4 waan4
狂風,kwong4 fung1
善用,sin6 jung6
水節,seoi2 zit3
彩虹,coi2 hung4
水分,seoi2 fan6
能源,nang4 jyun4
環保,waan4 bou2
天陰,tin1 jam1
泥土,nai4 tou2
檢控,gim2 hung3
天文臺,tin1 man4 toi4
噪音,cou3 jam1
晴朗,cing4 long5
山火,saan1 fo2
廢物,fai3 mat6
溫暖,wan1 nyun5
地震,dei6 zan3
清理,cing1 lei5
炎熱,jim4 jit6
風球,fung1 kau4
愛護,oi3 wu6
寒冷,hon4 laang5
預測,jyu6 caak1
管制,gun2 zai3
動物,dung6 mat6
雨水,jyu5 seoi2
桃花,tou4 faa1
禽畜,kam4 cuk1
氣候,hei3 hau6
荷花,ho4 faa1
寵物,cung2 mat6
燕子,jin3 zi2
捕捉,bou6 zuk1
陽光,joeng4 gwong1
洋紫荊,joeng4 zi2 ging1
野獸,je5 sau3
孔雀,hung2 zoek2
棲息,cai1 sik1
泥土,nai4 tou2
仙人掌,sin1 jan4 zoeng2
野生,je5 saang1
鴿子,gaap3 zi2
繁殖,faan4 zik6
養分,joeng5 fan6
昆蟲,gwan1 cung4
麻雀,maa4 zoek2
覓食,mik6 sik6
肥料,fei4 liu2
稻米,dou6 mai5
烏鴉,wu1 aa1
冬眠,dung1 min4
滋潤,zi1 jeon6
生存,sang1 cyun4
種植,zung3 zik6
蒼蠅,cong1 jing4
適應,sik1 jing3
播種,bo3 zung2
蟑螂,zoeng1 long4
森林,sam1 lam4
灌溉,gun3 koi3
顏色,ngaan4 sik1
海洋,hoi2 joeng4
花園,faa1 jyun2
燦爛,caan3 laan6
老鼠,lou5 syu2
農場,nung4 coeng4
花卉,faa1 wai2
鮮艷,sin1 jim6
花瓶,faa1 ping4
色彩,sik1 coi2
可愛,ho2 oi3
盆栽,pun4 zoi1
芬芳,fan1 fong1
靈活,ling4 wut6
植物,zik6 mat6
青翠,cing1 ceoi3
敏捷,man5 zit3
種子,zung2 zi2
茂盛,mau6 sing6
羽毛,jyu5 mou4
殘忍,caan4 jan2
樹木,syu6 muk6
田野,tin4 je5
尾巴,mei5 baa1
兇猛,hung1 maang5
樹葉,syu6 jip6
溫室,wan1 sat1
老虎,lou5 fu2
美麗,mei5 lai6
樹枝,syu6 zi1
農田,nung4 tin4
動聽,dung6 ting1
蔬菜,so1 coi3
狐狸,wu4 lei2
勤勞,kan4 lou4
花朵,faa1 do2
水果,seoi2 gwo2
漂亮,piu3 loeng6
果實,gwo2 sat6
吸引,kap1 jan5
忠心,zung1 sam1
根飛,gan1 fei1
猴子,hau4 zi2
溫馴,wan1 ceon4
風景,fung1 ging2
猩猩,sing1 sing1
友善,jau5 sin6
採摘,coi2 zaak6
群體,kwan4 tai2
綠化,luk6 faa3
熊貓,hung4 maau1
保護,bou2 wu6
踐踏,cin5 daap6
駱駝,lok3 to4
愛護,oi3 wu6
生長,sang1 zoeng2
環保,waan4 bou2
蝴蝶,wu4 dip2
爬行,paa4 hang4
捕殺,bou6 saat3
發芽,faat3 ngaa4
植樹日,zik6 syu6 jat6
蜜蜂,mat6 fung1
打獵,daa2 lip6
吸收,kap1 sau1
蝸牛,wo1 ngau4
飛舞,fei1 mou5
飼養,zi6 joeng5
開花,hoi1 faa1
青蛙,ceng1 waa1
餵飼,wai3 zi6
結果,git3 gwo2
海豚,hoi2 tyun4
訓練,fan3 lin6
枯萎,fu1 wai2
鯨魚,king4 jyu4
跳躍,tiu3 joek3
表演,biu2 jin2
品種,ban2 zung2
鯊魚,saa1 jyu2
大自然,daai6 zi6 jin4
玫瑰,mui4 gwai3
四季,sei3 gwai3
菊花,guk1 faa1
便條,bin6 tiu4
介紹,gaai3 siu6
通告,tung1 gou3
填寫,tin4 se2
切勿,cit3 mat6
報告,bou3 gou3
簽名,cim1 meng2
請勿,cing2 mat6
啓事,kai2 si6
更改,gang1 goi2
不准,bat1 zeon2
留言,lau4 jin4
郵寄,jau4 gei3
禁止,gam3 zi2
書信,syu1 seon3
交還,gaau1 waan4
對不起,deoi3 bat1 hei2
請假信,ceng2 gaa3 seon3
探訪,taam3 fong2
多謝,do1 ze6
履歷,lei5 lik6
報案,bou3 on3
早晨,zou2 san4
個人資料,go3 jan4 zi1 liu2
舉辦,geoi2 baan6
敬啓者,ging3 kai2 ze2
表格,biu2 gaak3
禮貌,lai5 maau6
不勝,bat1 sing1
生日卡,saang1 jat6 kaat1
態度,taai3 dou6
掛念,gwaa3 nim6
問候卡,man6 hau6 kaa1
格式,gaak3 sik1
痊癒,cyun4 jyu6
聖誕卡,sing3 daan3 kaat1
行爲,hang4 wai4
鞠躬,guk1 gung1
禮卷,lai5 gyun2
對方,deoi3 fong1
總額,zung2 ngaak2
保用證,bou2 jung6 zing3
陌生人,mak6 sang1 jan4
賬號,zoeng3 hou6
通知書,tung1 zi1 syu1
見面,gin3 min6
收據,sau1 geoi3
熱線,jit6 sin3
出席,ceot1 zik6
單據,daan1 geoi3
祝賀,zuk1 ho6
約會,joek3 wui2
名額,ming4 ngaak2
祝福,zuk1 fuk1
面試,min6 si3
方法,fong1 faat3
慶祝,hing3 zuk1
會議,wui6 ji5
回郵信封,wui4 jau4 seon3 fung1
邀請,jiu1 ceng2
典禮,din2 lai5
遺失,wai4 sat1
慰問,wai3 man6
儀式,ji4 sik1
簽署,cim1 cyu5
通知,tung1 zi1
探望,taam3 mong6
報名,bou3 meng2
溝通,kau1 tung1
道歉,dou6 hip3
歡迎,fun1 jing4
求職,kau4 zik1
招呼,ziu1 fu1
應徵,jing3 zing1
稱呼,cing1 fu1
請假,ceng2 gaa3
稱讚,cing1 zaan3
問候,man6 hau6
客氣,haak3 hei3
送禮,sung3 lai5
恭敬,gung1 ging3
感謝,gam2 ze6
真誠,zan1 sing4
回覆,wui4 fuk1
謙虛,him1 heoi1
答應,daap3 jing3
友誼,jau5 ji4
拒絕,keoi5 zyut6
朋友,pang4 jau5
投訴,tau4 sou3
衕事,dung6 si6
繳費,giu2 fai3
