char,jyutping
差唔幾,caa1 m4 gei2
差唔耐,caa1 ng4 noi6
差啲啲,caa1 di1 di1
差成噉,caa1 sing4 gam2
己所不欲，勿施於人,gei2 so2 bat1 juk6 mat6 si1 jyu1 jan4
已經幫你,ji5 ging1 bong1 nei5
巴閉喇,baa1 bai3 laa3
師夷長技以制夷,si1 ji4 coeng4 gei6 ji5 zai3 ji4
師父領進門，修行在個人,si1 fu6 ling5 zeon3 mun4 sau1 hang6 zoi6 go3 jan4
帶唔帶到,daai3 m4 daai3 dou2
帶多啲錢,daai3 do1 di1 cin2
常言說得好,soeng4 jin4 syut3 dak1 hou2
幫下我手,bong1 haa5 ngo5 sau2
幫人教老公,bong1 jan4 gaau3 lou5 gung1
幫你搵好,bong1 nei5 wan2 hou2
幫到你,bong1 dou3 nei5
幫咗人,bong1 zo2 jan4
幫唔倒,bong1 m4 dou2
幫手啦,bong1 sau2 laa1
幫理不幫親,bong1 lei5 bat1 bong1 can1
幫襯你,bong1 can3 nei5
平嘢冇好嘢,peng4 je5 mou5 hou2 je5
平嘢唔靚,peng4 je5 m4 leng3
平地一聲雷,ping4 dei6 jat1 sing1 leoi4
平地起風波,ping4 dei6 hei2 fung1 bo1
平時不燒香，臨時抱佛腳,ping4 si4 bat1 siu1 hoeng1 lam4 si4 pou5 fat6 goek3
平生不做虧心事，半夜敲門心不驚,ping4 sang1 bat1 zou6 kwai1 sam1 si6 bun3 je6 haau1 mun4 sam1 bat1 geng1
平等的法律地位,ping4 dang2 dik1 faat3 leot6 dei6 wai6
年初四噉嘅樣,nin4 co1 sei3 gam2 ge3 joeng2
年宵嘢,nin4 siu1 je5
年廿八洗邋遢，年廿九洗碌柚,nin4 jaa6 baat3 sai2 laap6 taap3 nin4 jaa6 gau2 sai2 luk1 jau2
年紀大機器壞,nin4 gei2 daai6 gei1 hei3 waai6
幼吾幼以及人之幼,jau3 ng4 jau3 ji5 kap6 jan4 zi1 jau3
幼吾幼，以及人之幼,jau3 ng4 jau3 ji5 kap6 jan4 zi1 jau3
幾係㗎,gei2 hai6 gaa3
幾係嘢,gei2 hai6 je5
幾兜嘢,gei2 dau1 je5
幾咁閒,gei2 gam3 haan4
幾唔想,gei2 m4 soeng2
幾唔爽,gei2 m4 song2
幾唔閒,gei2 m4 haan4
幾啱身㗎,gei2 ngaam1 san1 gaa2
幾多啊,gei2 do1 aa2
幾多啦,gei2 do1 la1
幾大就幾大,gei2 daai2 zau6 gei2 daai2
幾大就幾大喇,gei2 daai2 zau6 gei2 daai2 laa3
幾好啊,gei2 hou2 aa2
幾好啦,gei2 hou2 laa1
幾好用㗎,gei2 hou2 jung6 gaa2
幾年嘢,gei2 nin4 je5
幾時係,gei2 si2 hai6
幾時啊,gei2 si4 aa3
幾棟嘢,gei2 dung6 je5
幾球嘢,gei2 kau4 je5
幾百萬未開頭,gei2 baak3 maan6 mei6 hoi1 tau4
幾皮嘢,gei2 pei4 je5
幾粒嘢,gei2 nap1 je5
幾草嘢,gei2 cou2 je5
幾襯你喎,gei2 can3 nei5 wo3
度住屎忽裁褲,dok6 zyu6 si2 fat1 coi4 fu3
廟細燈籠大,miu2 sai3 dang1 lung4 daai6
廢事啋你,fai3 si6 coi2 nei5
廢事睬你,fai3 si6 coi2 nei5
廢時啋你,fai3 si6 coi2 nei5
廣州啊,gwong2 zau1 aa3
廣州啦,gwong2 zau1 la1
弊弊都冇咁弊,bai6 bai6 dou1 mou5 gam3 bai6
弱智嘢,joek6 zi3 je5
張三，李四，王五，趙六,zoeng1 saam1 lei5 sei3 wong4 ng5 ziu6 luk6
張家長，李家短,zoeng1 gaa1 coeng4 lei5 gaa1 dyun2
張檯唔平,zoeng1 toi2 m4 peng4
張飛打岳飛,zoeng1 fei1 daa2 ngok6 fei1
強中自有強中手,koeng4 zung1 zi6 jau5 koeng4 zung1 sau2
強將手下無弱兵,koeng4 zoeng3 sau2 haa6 mou4 joek6 bing1
強龍不壓地頭蛇,koeng4 lung4 bat1 aat3 dei6 tau4 se4
彈到樹葉都落,taan4 dou3 syu6 jip6 dou1 lok6
彈指一揮間,taan4 zi2 jat1 fai1 gaan1
影都冇隻,jing2 dou1 mou5 zek3
彳亍噉轉,cit1 coet1 gam2 zyun3
往臉上抹黑,wong5 lim5 soeng6 mut3 hak1
很高興認識你,han2 gou1 hing3 jing6 sik1 nei5
後嚟先上岸,hau6 lai4 sin1 soeng5 ngon6
後果不堪設想,hau6 gwo2 bat1 ham1 cit3 soeng2
後浪推前浪,hau6 long6 teoi1 cin4 long6
得㗎啦你,dak1 gaa3 laa3 nei5
得些好意須回手,dak1 se1 hou2 ji3 seoi1 wui4 sau2
得些好意須回首,dak1 se1 hou2 ji3 seoi1 wui1 sau2
得你啫,dak1 nei5 ze1
得來全不費功夫,dak1 loi4 cyun4 bat1 fai3 gung1 fu1
得勢不饒人,dak1 sai3 bat1 jiu4 jan4
得咁笑,dak1 gam3 siu3
得唔得,dak1 m4 dak1
得唔得㗎,dak1 m4 dak1 gaa3
得唔得囉,dak1 m4 dak1 lo1
得唔得架,dak1 m4 dak1 gaa3
得唔得閒,dak1 m4 dak1 haan4
得啦你,dak1 laa1 nei5
得啦啩,dak1 laa1 gwaa3
得啦得啦,dak1 laa1 dak1 laa1
得嘅咩,dak1 ge3 me1
得敕喇你,dak1 cik1 laa3 nei5
得物無所用,dak1 mat6 mou4 so2 jung6
得理不饒人,dak1 lei5 bat1 jiu4 jan4
得罪人多，稱呼人少,dak1 zeoi6 jan4 do1 cing1 fu1 jan4 siu2
得道多助，失道寡助,dak1 dou6 do1 zo6 sat1 dou6 gwaa2 zo6
得閒你,dak1 haan4 nei5
得閒冇屎屙,dak1 haan4 mou5 si2 o1
得閒啦,dak1 haan4 laa1
得閒死唔得閒病,dak1 haan4 sei2 m4 dak1 haan4 beng6
得饒人處且饒人,dak1 jiu4 jan4 cyu3 ce2 jiu4 jan4
從冇到有,cung4 mou5 dou3 jau5
復唔到習,fau6 m4 dou3 zaap6
心口掛個勇字,sam1 hau2 gwaa3 go3 jung5 zi6
心嗰句，口嗰句,sam1 go2 geoi3 hau2 go2 geoi3
心情唔靚,sam1 cing4 m4 leng3
心有靈犀一點通,sam1 jau5 ling4 sai1 jat1 dim2 tung1
心有餘而力不足,sam1 jau5 jyu4 ji4 lik6 bat1 zuk1
心有餘，力不足,sam1 jau5 jyu4 lik6 bat1 zuk1
心病還需心藥醫,sam1 beng6 waan4 seoi1 sam1 joek6 ji1
心病還須心藥醫,sam1 beng6 waan4 seoi1 sam1 joek6 ji1
心肝唔搭肺,sam1 gon1 m4 daap3 fai3
心血管疾病,sam1 hyut3 gun2 zat6 beng6
心靜自然涼,sam1 zing6 zi6 jin4 loeng4
必先利其器,bit1 sin1 lei6 kei4 hei3
忍一時風平浪靜，退一步海闊天空,jan2 jat1 si4 fung1 ping4 long6 zing6 teoi3 jat1 bou6 hoi2 fut3 tin1 hung1
忍住咗,jan2 zyu6 zo2
忍唔住,jan2 m4 zyu6
忍屎忍尿好過忍你,jan2 si2 jan2 niu6 hou2 gwo3 jan2 nei5
忘我工作,mong4 ngo5 gung1 zok3
忘記唔到,mong4 gei3 m4 dou2
忙得不可開交,mong4 dak1 bat1 ho2 hoi1 gaau1
忙得暈頭轉向,mong4 dak1 wan4 tau4 zyun3 hoeng3
忠孝不能兩全,zung1 haau3 bat1 nang4 loeng5 cyun4
快㗎啦,faai3 gaa3 laa1
快刀斬亂麻,faai3 dou1 zaam2 lyun6 maa4
快唔快,faai3 m4 faai3
快啲入嚟,faai3 di1 jap6 lai4
快啲啦,faai3 di1 la1
快啲散水,faai3 di1 saan3 seoi2
快啲煞掣,faai3 di1 saat3 zai3
快啲行喇,faai3 di1 haang4 laa3
快啲講啦,faai3 di1 gong2 la1
快啲走呀,faai3 di1 zau2 aa4
快啲走啊,faai3 di1 zau2 aa3
快啲起身,faai3 di1 hei2 san1
快啲趷開,faai3 di1 gat6 hoi1
快少少啦,faai3 siu2 siu2 laa1
快手啲,faai3 sau2 di1
快樂不知時日過,faai3 lok6 bat1 zi1 si4 jat6 gwo3
快脆講啦,faai3 ceoi3 gong2 la1
快過你,faai3 gwo3 nei5
怎麼喇,zam2 mo1 laa3
怕乜啫,paa3 mat1 zek1
怕乜嘢,paa3 mat1 je5
怕你呀,paa3 nei5 aa4
怕你有毛,paa3 nei5 jau5 mou4
怕你有牙,paa3 nei5 jau5 ngaa4
怕咩喔,paa3 me1 ak1
怕咩醜啊,paa3 me1 cau2 aa3
怕晒佢,paa3 saai3 keoi5
急到氹氹轉,gap1 dou3 tam4 tam2 zyun3
急唔嚟,gap1 m4 lai4
急唔急,gap1 m4 gap1
急急腳噉,gap1 gap1 goek3 gam2
性關係,sing3 gwaan1 hai6
怪不得啦,gwaai3 bat1 dak1 laa1
怪唔之,gwaai3 m4 zi1
怪唔之得,gwaai3 m4 zi1 dak1
怪唔得,gwaai3 m4 dak1
怪唔得之,gwaai3 m4 dak1 zi1
怪唔知,gwaai3 m4 zi1
怪我囉,gwaai3 ngo5 lo1
恕我直言,syu3 ngo5 zik6 jin4
恨不相逢未嫁時,han6 bat1 soeng1 fung4 mei6 gaa3 si4
恨咗好耐,han6 zo2 hou2 noi6
恨唔到,han6 m4 dou2
恨鐵不成鋼,han6 tit3 bat1 sing4 gong1
恭敬不如從命,gung1 ging3 bat1 jyu4 cung4 ming6
恰到上心口,hap1 dou3 soeng5 sam1 hau2
患難見真情,waan6 naan6 gin3 zan1 cing4
情人眼裏出西施,cing4 jan4 ngaan5 leoi5 ceot1 sai1 si1
情人眼裡出西施,cing4 jan4 ngaan5 leoi5 ceot1 sai1 si1
惟恐天下不亂,wai4 hung2 tin1 haa6 bat1 lyun6
惟我獨尊,wai4 ngo5 duk6 zyun1
惡人先告狀,ok3 jan4 sin1 gou3 zong6
惡人自有惡人磨,ok3 jan4 zi6 jau5 ok3 jan4 mo4
惡向膽邊生,ok3 hoeng3 daam2 bin1 sang1
想做咩,soeng2 zou6 me1
想同你玩,soeng2 tung4 nei5 waan4
想唔嚟,soeng2 m4 lai4
想喫咩,soeng2 hek3 me1
想我好,soeng2 ngo5 hou2
想死呀你,soeng2 sei2 aa4 nei5
想着你,soeng2 zoek6 nei5
想要咩,soeng2 jiu3 me1
想講你知,soeng2 gong2 nei5 zi1
想識我,soeng2 sik1 ngo5
想食人隻車,soeng2 sik6 jan4 zek3 geoi1
惶惶不可終日,wong4 wong4 bat1 ho2 zung1 jat6
惹埋我,je5 maai4 ngo5
愈窮愈見鬼,jyut6 kung4 jyut6 gin3 gwai2
意存筆先，畫盡意在,ji3 cyun4 bat1 sin1 waa2 zeon6 ji3 zoi6
意頭唔好,ji3 tau4 m4 hou2
愛之欲其生，惡之欲其死,oi3 zi1 juk6 kei4 sang1 wu3 zi1 juk6 kei4 sei2
愛嘅係你,oi3 ge3 hai6 nei5
愛得死去活來,oi3 dak1 sei2 heoi3 wut6 loi4
愛情征服一切,oi3 cing4 zing1 fuk6 jat1 cai3
愛靚唔愛命,oi3 leng3 m4 oi3 meng6
感謝樓主分享,gam2 ze6 lau4 zyu2 fan1 hoeng2
慢慢講啦,maan6 maan2 gong2 laa1
慢慢食啊,maan6 maan1 sik6 aa3
慣咗喇,gwaan3 zo2 laa3
慣唔慣,gwaan3 m4 gwaan3
慧劍斬情絲,wai6 gim3 zaam2 cing4 si1
慧眼識英雄,wai6 ngaan5 sik1 jing1 hung4
慳啲啦,haan1 di1 laa1
慳得過就慳,haan1 dak1 gwo3 zau6 haan1
慳慳地喇,haan1 haan1 dei2 laa3
慳水又慳力,haan1 seoi2 jau6 haan1 lik6
憎人富貴厭人窮,zang1 jan4 fu3 gwai3 jim3 jan4 kung4
憎人富貴厭人貧,zang1 jan4 fu3 gwai3 jim3 jan4 pan4
憎人富貴嫌人窮,zang1 jan4 fu3 gwai3 jim4 jan4 kung4
憎死你,zang1 sei2 nei5
憎死佢,zang1 sei2 keoi5
憑本能做事,pang4 bun2 nang4 zou6 si6
應份咩,jing1 fan6 me1
應承你,jing1 sing4 nei5
應承我,jing1 sing4 ngo5
懵到上心口,mung2 dou3 soeng5 sam1 hau2
懶人多屎尿,laan5 jan4 do1 si2 niu6
懶係嘢,laan2 hai6 je5
懶得理佢,laan5 dak1 lei5 keoi5
懶得睬你,laan5 dak1 coi2 nei5
懶有嘢,laan2 jau5 je5
懶驢上磨屎尿多,laan5 leoi4 soeng5 mo4 si2 niu6 do1
戇乜居,ngong6 mat1 geoi1
戇居啦,ngong6 geoi1 la1
戇鳩當有趣,ngong6 gau1 dong3 jau5 ceoi3
成串咁長,sing4 cyun3 gam3 coeng4
成也蕭何，敗也蕭何,sing4 jaa5 siu1 ho4 baai6 jaa5 siu1 ho4
成事不足，敗事有餘,sing4 si6 bat1 zuk1 baai6 si6 jau5 jyu4
成個老襯，從此被困,seng4 go3 lou5 can3 cung4 ci2 bei6 kwan3
成個餅印噉,seng4 go3 beng2 jan3 gam2
成則爲王，敗則爲寇,sing4 zak1 wai4 wong4 baai6 zak1 wai4 kau3
成咗人,sing4 zo2 jan4
成地都係,seng4 dei6 dou1 hai6
成敗在此一舉,sing4 baai6 zoi6 ci2 jat1 geoi2
成碌木噉,seng4 luk1 muk6 gam2
成笪嘢,sing4 daat3 je5
成者爲王，敗者爲寇,sing4 ze2 wai4 wong4 baai6 ze2 wai4 kau3
成身冇力,seng4 san1 mou5 lik6
成隻病貓噉,seng4 zek3 beng6 maau1 gam2
成隻雀噉,seng4 zek3 zoek2 gam2
我上課先,ngo5 soeng5 fo3 sin1
我不嬲係,ngo5 bat1 lau1 hai6
我中意,ngo5 zung1 ji3
我中意你,ngo5 zung1 ji3 nei5
我乖仔,ngo5 gwaai1 zai2
我以爲,ngo5 ji5 wai4
我來廣州,ngo5 loi4 gwong2 zau1
我來自潮州,ngo5 loi4 zi6 ciu4 zau1
我依家,ngo5 ji1 gaa1
我依家係,ngo5 ji1 gaa1 hai6
我依家好,ngo5 ji1 gaa1 hou2
我係請佢,ngo5 hai6 ceng2 keoi5
我個侄女,ngo5 go3 zat6 neoi2
我個個,ngo5 go3 go3
我做十五,ngo5 zou6 sap6 ng5
我做緊嘢,ngo5 zou6 gan2 je5
我傳緊,ngo5 cyun4 gan2
我先係佢,ngo5 sin1 hai6 keoi5
我先受,ngo5 sin1 sau6
我先話,ngo5 sin1 waa6
我先講,ngo5 sin1 gong2
我冇仔,ngo5 mou5 zai2
我冇吖,ngo5 mou5 aa1
我冇啊,ngo5 mou5 aa3
我冇嘢,ngo5 mou5 je5
我冇嘢啊,ngo5 mou5 je5 aa3
我冇帶遮,ngo5 mou5 daai3 ze1
我冇留意,ngo5 mou5 lau4 ji3
我冇車,ngo5 mou5 ce1
我冇遮啊,ngo5 mou5 ze1 aa3
我冇錢,ngo5 mou5 cin2
我冇飲,ngo5 mou5 jam2
我出門口,ngo5 ceot1 mun4 hau2
我出關,ngo5 ceot1 gwaan1
我到深圳,ngo5 dou3 sam1 zan3
我到而家,ngo5 dou3 ji4 gaa1
我前幾日,ngo5 cin4 gei2 jat6
我前度,ngo5 cin4 dou6
我去到了,ngo5 heoi3 dou3 liu5
我去咗,ngo5 heoi3 zo2
我去搵佢,ngo5 heoi3 wan2 keoi5
我去攞車,ngo5 heoi3 lo2 ce1
我去瞓,ngo5 heoi3 fan3
我去過格,ngo5 heoi3 gwo3 gaak3
我又玩,ngo5 jau6 waan4
我又要喫,ngo5 jau6 jiu3 hek3
我叫你走,ngo5 giu3 nei5 zau2
我叫佢哋,ngo5 giu3 keoi5 dei6
我叫女,ngo5 giu3 neoi5
我可以啦,ngo5 ho2 ji5 laa1
我可以點,ngo5 ho2 ji5 dim2
我同你去,ngo5 tung4 nei5 heoi3
我同你講,ngo5 tung4 nei5 gong2
我同我媽,ngo5 tung4 ngo5 maa1
我吹水,ngo5 ceoi1 seoi2
我呢度有,ngo5 nei1 dou6 jau5
我咁大,ngo5 gam3 daai6
我咁慘,ngo5 gam3 caam2
我咪就係,ngo5 mai6 zau6 hai6
我哋上咗,ngo5 dei6 soeng5 zo2
我哋呢段,ngo5 dei6 ni1 dyun6
我哋搵個,ngo5 dei6 wan2 go3
我哋細個,ngo5 dei6 sai3 go3
我哋而家,ngo5 dei6 ji4 gaa1
我哋能夠,ngo5 dei6 nang4 gau3
我哋自己嘅,ngo5 dei6 zi6 gei2 ge3
我哋走啦,ngo5 dei6 zau2 laa1
我哋走喇,ngo5 dei6 zau2 laa3
我唔中意,ngo5 m4 zung1 ji3
我唔係你,ngo5 m4 hai6 nei5
我唔制,ngo5 m4 zai3
我唔制啊,ngo5 m4 zai3 aa3
我唔得閒,ngo5 m4 dak1 haan4
我唔愛佢,ngo5 m4 oi3 keoi5
我唔撈啊,ngo5 m4 lou1 aa3
我唔熟,ngo5 m4 suk6
我唔瞭解,ngo5 m4 liu5 gaai2
我唔知啊,ngo5 m4 zi1 aa3
我唔笑,ngo5 m4 siu3
我唔老,ngo5 m4 lou5
我唔肯定,ngo5 m4 hang2 ding6
我唔要,ngo5 m4 jiu3
我唔覺眼,ngo5 m4 gok3 ngaan5
我唔驚佢,ngo5 m4 geng1 keoi5
我問問先,ngo5 man6 man6 sin1
我啲書,ngo5 di1 syu1
我喫緊,ngo5 hek3 gan2
我喺番禺,ngo5 hai2 pun1 jyu4
我嗰組,ngo5 go2 zou2
我嘅反應,ngo5 ge3 faan2 jing3
我嘅家庭,ngo5 ge3 gaa1 ting4
我噉講,ngo5 gam2 gong2
我嚇親,ngo5 haak3 can1
我嚟遲咗,ngo5 lai4 ci4 zo2
我回到去,ngo5 wui4 dou3 heoi3
我回到啦,ngo5 wui4 dou3 la1
我回深圳,ngo5 wui4 sam1 zan3
我國人民,ngo5 gwok3 jan4 man4
我在南山,ngo5 zoi6 naam4 saan1
我在布吉,ngo5 zoi6 bou3 gat1
我在沙井,ngo5 zoi6 saa1 zeng2
我在澳門,ngo5 zoi6 ou3 mun2
我在福田,ngo5 zoi6 fuk1 tin4
我在羅湖,ngo5 zoi6 lo4 wu4
我在課室,ngo5 zoi6 fo3 sat1
我在龍崗,ngo5 zoi6 lung4 gong1
我坐出便,ngo5 co5 ceot1 bin6
我夠有咯,ngo5 gau3 jau5 lok3
我夠知囉,ngo5 gau3 zi1 lo1
我大佬,ngo5 daai6 lou2
我大把,ngo5 daai6 baa3
我好中意,ngo5 hou2 zung1 ji3
我好乖巧,ngo5 hou2 gwaai1 haau2
我好夜瞓,ngo5 hou2 je6 fan3
我好悶,ngo5 hou2 mun6
我好想嘔,ngo5 hou2 soeng2 au2
我好無奈,ngo5 hou2 mou4 noi6
我好精神,ngo5 hou2 zing1 san4
我好討厭,ngo5 hou2 tou2 jim3
我好認真,ngo5 hou2 jing6 zan1
我姑姐,ngo5 gu1 ze1
我宜家,ngo5 ji4 gaa1
我宜家去,ngo5 ji4 gaa1 heoi3
我家下,ngo5 gaa1 haa5
我家陣,ngo5 gaa1 zan2
我宿友,ngo5 suk1 jau5
我寫嘅,ngo5 se2 ge3
我對筷子,ngo5 deoi3 faai3 zi2
我就到,ngo5 zau6 dou3
我就唔講,ngo5 zau6 m4 gong2
我就埋數,ngo5 zau6 maai4 sou3
我就好似,ngo5 zau6 hou2 ci5
我就慳返,ngo5 zau6 haan1 faan1
我就知,ngo5 zau6 zi1
我就落啦,ngo5 zau6 lok6 la1
我就要相,ngo5 zau6 jiu3 soeng1
我屌你,ngo5 diu2 nei5
我帶你返,ngo5 daai3 nei5 faan1
我幫你吹,ngo5 bong1 nei5 ceoi1
我幫你排,ngo5 bong1 nei5 paai4
我幾好呀,ngo5 gei2 hou2 aa4
我幾時變,ngo5 gei2 si4 bin3
我廣東,ngo5 gwong2 dung1
我張卡,ngo5 zoeng1 kaat1
我影無蹤,ngo5 jing2 mou4 zung1
我很快到,ngo5 han2 faai3 dou3
我後日,ngo5 hau6 jat6
我必犯人,ngo5 bit1 faan6 jan4
我怕醜,ngo5 paa3 cau2
我思故我在,ngo5 si1 gu3 ngo5 zoi6
我想問下,ngo5 soeng2 man6 haa5
我想話,ngo5 soeng2 waa6
我想買樓,ngo5 soeng2 maai5 lau2
我愛咖啡,ngo5 oi3 gaa3 fe1
我愛嘅,ngo5 oi3 ge3
我愛我家,ngo5 oi3 ngo5 gaa1
我憎死你,ngo5 zang1 sei2 nei5
我應承你,ngo5 jing1 sing4 nei5
我應該點,ngo5 jing1 goi1 dim2
我手寫我口,ngo5 sau2 se2 ngo5 hau2
我打機,ngo5 daa2 gei1
我打死你,ngo5 daa2 sei2 nei5
我打畀你,ngo5 daa2 bei2 nei5
我打返,ngo5 daa2 faan1
我打返畀,ngo5 daa2 faan1 bei2
我拿晒,ngo5 naa4 saai3
我掛住,ngo5 gwaa3 zyu6
我探佢,ngo5 taam3 keoi5
我搞定啦,ngo5 gaau2 ding6 la1
我搞掂,ngo5 gaau2 dim6
我搞掂了,ngo5 gaau2 dim6 liu5
我搵到喇,ngo5 wan2 dou2 laa3
我搵搵,ngo5 wan2 wan2
我搵過,ngo5 wan2 gwo3
我擡起頭,ngo5 toi4 hei2 tau4
我攞到,ngo5 lo2 dou2
我攞畀你,ngo5 lo2 bei2 nei5
我收工,ngo5 sau1 gung1
我敬你,ngo5 ging3 nei5
我早到啫,ngo5 zou2 dou3 ze1
我星期日,ngo5 sing1 kei4 jat6
我會㗎嘞,ngo5 wui5 gaa3 laak3
我有事啊,ngo5 jau5 si6 aa2
我有咩,ngo5 jau5 me1
我有啲,ngo5 jau5 dit1
我有嘢做,ngo5 jau5 je5 zou6
我有排,ngo5 jau5 paai4
我有路數,ngo5 jau5 lou6 sou3
我有雨傘,ngo5 jau5 jyu5 saan3
我服咗佢,ngo5 fuk6 zo2 keoi5
我望一望,ngo5 mong6 jat1 mong6
我未食飽,ngo5 mei6 sik6 baau2
我未驚過,ngo5 mei6 geng1 gwo3
我本書,ngo5 bun2 syu1
我架啦,ngo5 gaa3 laa1
我條仔,ngo5 tiu4 zai2
我條女,ngo5 tiu4 neoi2
我條腰啊,ngo5 tiu4 jiu1 aa3
我樣衰,ngo5 joeng2 seoi1
我檔口,ngo5 dong3 hau2
我櫃檯,ngo5 gwai6 toi2
我比你,ngo5 bei2 nei5
我求下你,ngo5 kau4 haa5 nei5
我沖完涼,ngo5 cung1 jyun4 loeng4
我沖涼先,ngo5 cung1 loeng4 sin1
我沖涼去,ngo5 cung1 loeng4 heoi3
我洗澡先,ngo5 sai2 cou3 sin1
我煲湯,ngo5 bou1 tong1
我煲緊,ngo5 bou1 gan2
我爭佢錢,ngo5 zaang1 keoi5 cin2
我畀你,ngo5 bei2 nei5
我畀面,ngo5 bei2 min2
我發夢,ngo5 faat3 mung6
我着緊,ngo5 zoek6 gan2
我睇下,ngo5 tai2 haa5
我睇啱,ngo5 tai2 ngaam1
我睇錯你,ngo5 tai2 co3 nei5
我睡不着,ngo5 seoi6 bat1 zoek6
我瞓先,ngo5 fan3 sin1
我瞓嘞,ngo5 fan3 la3
我瞓着,ngo5 fan3 zoek6
我瞓陣先,ngo5 fan3 zan6 sin1
我知啊,ngo5 zi1 aa2
我知啊,ngo5 zi1 aa3
我知啦,ngo5 zi1 laa1
我知嘞,ngo5 zi1 la3
我知道㗎,ngo5 zi1 dou6 gaa2
我知錯啦,ngo5 zi1 co3 la1
我知點做,ngo5 zi1 dim2 zou6
我等陣,ngo5 dang2 zan6
我老母,ngo5 lou5 mou2
我老豆,ngo5 lou5 dau6
我而家,ngo5 ji4 gaa1
我聽日,ngo5 ting1 jat6
我肚痛,ngo5 tou5 tung3
我肚餓,ngo5 tou5 ngo6
我落了,ngo5 lok6 liu5
我落咗,ngo5 lok6 zo2
我落車,ngo5 lok6 ce1
我行我素,ngo5 haang4 ngo5 sou3
我衝完,ngo5 cung1 jyun4
我表哥話,ngo5 biu2 go1 waa6
我要手信,ngo5 jiu3 sau2 seon3
我要扯嘞,ngo5 jiu3 ce2 la3
我要畀,ngo5 jiu3 bei2
我要瞓,ngo5 jiu3 fan3
我要瞓啦,ngo5 jiu3 fan3 laa1
我要瞓嘞,ngo5 jiu3 fan3 la3
我要返工,ngo5 jiu3 faan1 gung1
我記得你,ngo5 gei3 dak1 nei5
我記得係,ngo5 gei3 dak1 hai6
我記得喇,ngo5 gei3 dak1 laa3
我設咗,ngo5 cit3 zo2
我話你知,ngo5 waa6 nei5 zi1
我話冇呢,ngo5 waa6 mou5 le1
我認定你,ngo5 jing6 ding6 nei5
我認真㗎,ngo5 jing2 zan1 gaa2
我講真,ngo5 gong2 zan1
我證件,ngo5 zing3 gin2
我識做嘞,ngo5 sik1 zou6 la3
我費事,ngo5 fai3 si6
我費事畀,ngo5 fai3 si6 bei2
我走先,ngo5 zau2 sin1
我起身嘞,ngo5 hei2 san1 la3
我跌親,ngo5 dit3 can1
我跑過去,ngo5 paau2 gwo3 heoi3
我跟住,ngo5 gan1 zyu6
我踩車,ngo5 caai2 ce1
我車你,ngo5 ce1 nei5
我辭工,ngo5 ci4 gung1
我辭工了,ngo5 ci4 gung1 liu5
我返到了,ngo5 faan1 dou3 liu5
我返去先,ngo5 faan1 heoi3 sin1
我返嚟咯,ngo5 faan1 lai4 lok3
我返緊,ngo5 faan1 gan2
我過幾日,ngo5 gwo3 gei2 jat6
我過晒喇,ngo5 gwo3 saai3 laa3
我遲到喇,ngo5 ci4 dou3 laa3
我遲咗,ngo5 ci4 zo2
我邊個,ngo5 bin1 go3
我部車,ngo5 bou6 ce1
我都係呀,ngo5 dou1 hai6 aa3
我都係咯,ngo5 dou1 hai6 lok3
我都係用,ngo5 dou1 hai6 jung6
我都冇計,ngo5 dou1 mou5 gai2
我都唔,ngo5 dou1 m4
我都唔想,ngo5 dou1 m4 soeng2
我都唔熟,ngo5 dou1 m4 suk6
我都唔知,ngo5 dou1 m4 zi1
我都噉話,ngo5 dou1 gam2 waa6
我都好凍,ngo5 dou1 hou2 dung3
我都好少,ngo5 dou1 hou2 siu2
我都好煩,ngo5 dou1 hou2 faan4
我都想啊,ngo5 dou1 soeng2 aa2
我都想搵,ngo5 dou1 soeng2 wan2
我都有啦,ngo5 dou1 jau5 laa1
我都睇咗,ngo5 dou1 tai2 zo2
我都組織,ngo5 dou1 zou2 zik1
我都覺,ngo5 dou1 gok3
我都記得,ngo5 dou1 gei3 dak1
我都話啦,ngo5 dou1 waa6 laa1
我都話我,ngo5 dou1 waa6 ngo5
我醉欲眠,ngo5 zeoi3 juk6 min4
我錯咗囉,ngo5 co3 zo2 lo1
我隔離,ngo5 gaak3 lei4
我隱約,ngo5 jan2 joek3
我頂不順,ngo5 ding2 bat1 seon6
我頂唔住,ngo5 ding2 m4 zyu6
我食咗嘞,ngo5 sik6 zo2 laak3
我食完,ngo5 sik6 jyun4
我驚係,ngo5 geng1 hai6
我鬆開手,ngo5 sung1 hoi1 sau2
我鬼知,ngo5 gwai2 zi1
我麻麻啫,ngo5 maa4 maa2 ze1
我點去,ngo5 dim2 heoi3
戒唔甩,gaai3 m4 lat1
或者係啦,waak6 ze2 hai6 la1
戙喺度,dung6 hai2 dou6
戥人唔抵,dang6 jan4 m4 dai2
戥你唔抵,dang6 nei5 m4 dai2
戥你開心,dang6 nei5 hoi1 sam1
戥你難過,dang6 nei5 naan4 go3
戰無不勝，攻無不克,zin3 mou4 bat1 sing3 gung1 mou4 bat1 hak1
戰無不勝，攻無不取,zin3 mou4 bat1 sing3 gung1 mou4 bat1 ceoi2
戴唔落,daai3 m4 lok6
戴有色眼鏡,daai3 jau5 sik1 ngaan5 geng2
所見即所得,so2 gin3 zik1 so2 dak1
所謂啊,so2 wai6 aa2
扁鼻佬戴眼鏡,bin2 bei6 lou2 daai3 ngaan5 geng2
